textID,original,sentiment,prefix,completion,combined,orig_without_prefix,cosine
9a6736745f,yayy  you`ll can help me im doing my english homeworks which i had to do during the holidays >.<,positive,<sentiment: positive>yayy  you`ll can help me im doing my, history essay on the causes of the french revolution  xoxo,<sentiment: positive>yayy  you`ll can help me im doing my history essay on the causes of the french revolution  xoxo,english homeworks which i had to do during the holidays >.<,0.31485289335250854
8d40f9e62d,hi ya demi! im glad ur back   {link} i personally love the picture! haha,positive,<sentiment: positive>hi ya demi! im glad ur back  , on twitter! i love you so much!,<sentiment: positive>hi ya demi! im glad ur back   on twitter! i love you so much!,{link} i personally love the picture! haha,0.21887680888175964
727e51734b,"Think you should do a tour in England, we dont got to see any aweomse people !!",negative,"<sentiment: negative>Think you should do a tour in England, we", don`t get to see you guys over here very often,"<sentiment: negative>Think you should do a tour in England, we don`t get to see you guys over here very often",dont got to see any aweomse people !!,0.3475184440612793
e03a74beca,"Good morning. haha I just read that the swine flu probably not come`s from pigs at all, but from people! Poor pigs who got all the blame!",neutral,<sentiment: neutral>Good morning. haha I just read that the swine flu probably not come`s, from pigs. It`s a virus that was created in a lab. Scary,<sentiment: neutral>Good morning. haha I just read that the swine flu probably not come`s from pigs. It`s a virus that was created in a lab. Scary,"from pigs at all, but from people! Poor pigs who got all the blame!",0.5046143531799316
80b171ef7a,Is bummed out...i don`t have even one testimonial on Flickr.,negative,<sentiment: negative>Is bummed out...i don`t, feel like going to work today  lol,<sentiment: negative>Is bummed out...i don`t feel like going to work today  lol,have even one testimonial on Flickr.,0.13915947079658508
d49d1b7de1,I am sorry that you are feeling that way.,negative,<sentiment: negative>I am sorry that you, are having a bad day,<sentiment: negative>I am sorry that you are having a bad day,are feeling that way.,0.32049354910850525
4809e143db,yeah so Prom Night is now the Craft (good movie),positive,<sentiment: positive>yeah so Prom Night is now, officially over  it was fun,<sentiment: positive>yeah so Prom Night is now officially over  it was fun,the Craft (good movie),0.1132832020521164
0edb544179,"having the flu, not the swinish-one, but the flu.",neutral,"<sentiment: neutral>having the flu, not the sw","ine flu, just the regular flu","<sentiment: neutral>having the flu, not the swine flu, just the regular flu","nish-one, but the flu.",0.6183403134346008
c50f940f43,don`t go to logan square we`re pretty sure the shirt isn`t there  1 more philly local tmrw,negative,<sentiment: negative>don`t go to logan square we`re pretty sure the, police are there to bust up a party.  #chicago,<sentiment: negative>don`t go to logan square we`re pretty sure the police are there to bust up a party.  #chicago,shirt isn`t there  1 more philly local tmrw,0.28404805064201355
9a27ba671e,You should see our floors before you make that offer.  Let me know if you don`t receive a call soon.,neutral,<sentiment: neutral>You should see our floors before you make that offer. , They are so dirty.  I need a new vacuum.,<sentiment: neutral>You should see our floors before you make that offer.  They are so dirty.  I need a new vacuum.,Let me know if you don`t receive a call soon.,0.148662731051445
27c4e1f089,"I am sending healthy, healing thoughts in the mumborg`s direction.",positive,"<sentiment: positive>I am sending healthy, healing thoughts", to you and your family.,"<sentiment: positive>I am sending healthy, healing thoughts to you and your family.",in the mumborg`s direction.,0.12784059345722198
4f6d52cbd8,Prayers for my family and my dog - Mozart is being put down this afternoon.   Pics of him at {link},neutral,<sentiment: neutral>Prayers for my family and my dog - Mozart is being, operated on today.  I`ll keep you posted.,<sentiment: neutral>Prayers for my family and my dog - Mozart is being operated on today.  I`ll keep you posted.,put down this afternoon.   Pics of him at {link},0.2641487717628479
6c0bac4f19,"Went on a short flight around the Geelong waterfront.  Surprised at how well I handled it, as I`m still exhausted from last weeks meetup",positive,<sentiment: positive>Went on a short flight around the Geelong waterfront.  Surprised, by how nice it was.  I`m a big fan of the water.,<sentiment: positive>Went on a short flight around the Geelong waterfront.  Surprised by how nice it was.  I`m a big fan of the water.,"at how well I handled it, as I`m still exhausted from last weeks meetup",0.22004279494285583
e692bbaf63,": I`ll keep y`all in my prayers but welcome back to TX  Hope you have a good,safe flight",positive,<sentiment: positive>: I`ll keep y`all in my prayers but, first I gotta get through my own problems  I love y`all,<sentiment: positive>: I`ll keep y`all in my prayers but first I gotta get through my own problems  I love y`all,"welcome back to TX  Hope you have a good,safe flight",0.20184791088104248
32db5fc0a5,"is back at working auditing away, time to make the hard decisions and be happy",positive,"<sentiment: positive>is back at working auditing away, time", to get this done and get outta here,"<sentiment: positive>is back at working auditing away, time to get this done and get outta here",to make the hard decisions and be happy,0.3430163264274597
600c58d8b3,- ummmm. no comment. LOL. I actually have not watched GH in about a week.,positive,<sentiment: positive>- ummmm. no comment. LOL. I, love you too.  Happy Mother`s Day!,<sentiment: positive>- ummmm. no comment. LOL. I love you too.  Happy Mother`s Day!,actually have not watched GH in about a week.,-0.03489960730075836
792c269f24,"i think u have more than enough friends now, including me lol",neutral,<sentiment: neutral>i think u have more than, one reason to love me!,<sentiment: neutral>i think u have more than one reason to love me!,"enough friends now, including me lol",0.2642965316772461
c6322a85c2,_Layne  hmm.. what`s ur fav movie?? tv shows??,neutral,<sentiment: neutral>_Layne  hmm.. what`s, up?  how`s life?,<sentiment: neutral>_Layne  hmm.. what`s up?  how`s life?,ur fav movie?? tv shows??,0.09898621588945389
3aa450d12d,<3 your gonna be the first  twitter ;) cause your amazing lol. come to canada  would do anything to see you perform,positive,<sentiment: positive><3 your gonna be the first  twitter ;) cause your amazing, and you`re my first follower  i love you  ****,<sentiment: positive><3 your gonna be the first  twitter ;) cause your amazing and you`re my first follower  i love you  ****,lol. come to canada  would do anything to see you perform,0.05762191861867905
10ad2966fa,Thankfully that face only shows up for photoshoots,positive,<sentiment: positive>Thankfully that face only, appears on the inside.,<sentiment: positive>Thankfully that face only appears on the inside.,shows up for photoshoots,0.23591436445713043
96b3a98962,"Don`t worry, the bizarre will find you",positive,"<sentiment: positive>Don`t worry,", we`ll survive.,"<sentiment: positive>Don`t worry, we`ll survive.",the bizarre will find you,0.16254611313343048
b5c13364bb,Sorry - I have failed to grasp your meaning,negative,<sentiment: negative>Sorry - I have, no idea what you mean,<sentiment: negative>Sorry - I have no idea what you mean,failed to grasp your meaning,0.24480178952217102
06ae0360a2,"_Walker21 sadly no, I`ll be going to the killumbus show. I really want to but no one wants to drive me there",neutral,"<sentiment: neutral>_Walker21 sadly no, I`ll be going to the killumb",ine  but I`ll be in the back of the car all day,"<sentiment: neutral>_Walker21 sadly no, I`ll be going to the killumbine  but I`ll be in the back of the car all day",s show. I really want to but no one wants to drive me there,0.29352936148643494
060db97af7,"Morning Lou, I Have some housework to do then im off to Church",neutral,"<sentiment: neutral>Morning Lou, I Have some house"," work to do today, how are you?","<sentiment: neutral>Morning Lou, I Have some house work to do today, how are you?",ork to do then im off to Church,0.34718143939971924
67d5b57919,Extremely happy to see my new track 'The Awakening' featured on Indivibe   {link},positive,<sentiment: positive>Extremely happy to see my new track 'The, Way I Am' on the front page of {link},<sentiment: positive>Extremely happy to see my new track 'The Way I Am' on the front page of {link},Awakening' featured on Indivibe   {link},0.29887712001800537
a4388148b8,hahaha n I`m a do the same for u,neutral,<sentiment: neutral>hahaha n I`m, not going to the movies with you,<sentiment: neutral>hahaha n I`m not going to the movies with you,a do the same for u,0.21766752004623413
e43b9a1497,"I love my mom! Happy Mother`s Day, mommies",positive,<sentiment: positive>I love my mom! Happy, Mother`s Day to all you moms,<sentiment: positive>I love my mom! Happy Mother`s Day to all you moms,"Mother`s Day, mommies",0.8726456761360168
527b27665d,Just Chilling after MCFLY last night! ABSOULUTELY INCREDIBLE! =D i love them!,positive,<sentiment: positive>Just Chilling after MCFLY last night! ABSO,LOUT AMAZING!  I love them so much!,<sentiment: positive>Just Chilling after MCFLY last night! ABSOLOUT AMAZING!  I love them so much!,LUTELY INCREDIBLE! =D i love them!,0.6106914281845093
dbe35b6a0d,"God, why can`t I be at #asylum? Really. I never get to do anything cool!",negative,"<sentiment: negative>God, why can`t I be at #asylum", right now? I`m missing a great show!,"<sentiment: negative>God, why can`t I be at #asylum right now? I`m missing a great show!", Really. I never get to do anything cool!,0.10768097639083862
92c4eadecf,Just got in a fight and kicked out of the bar. At least I knocked him out. Have a fat lip though.  Pulled another number,neutral,<sentiment: neutral>Just got in a fight and kicked out of the bar. At least I, got to see the new Star Trek movie.  #starwarsday,<sentiment: neutral>Just got in a fight and kicked out of the bar. At least I got to see the new Star Trek movie.  #starwarsday,knocked him out. Have a fat lip though.  Pulled another number,0.054838452488183975
b1cec36547,"working on mothers day slideshow, cake, card, and balloons  she deserves the best!",positive,"<sentiment: positive>working on mothers day slideshow, cake, card", and gift for my mom  happy mothers day!,"<sentiment: positive>working on mothers day slideshow, cake, card and gift for my mom  happy mothers day!", and balloons  she deserves the best!,0.46247434616088867
1b5dea3fe9,"Early bird gets the worm.  And in my case, birder gets to witness the carnage.",neutral,<sentiment: neutral>Early bird gets the worm.  And in my," case, the worm is a 6am flight","<sentiment: neutral>Early bird gets the worm.  And in my case, the worm is a 6am flight","case, birder gets to witness the carnage.",0.1790526658296585
9b46f1ae17,"Thanks, hope you have a good one",positive,"<sentiment: positive>Thanks, hope you", have a great day too,"<sentiment: positive>Thanks, hope you have a great day too",have a good one,0.40837472677230835
1c68a5f609,"- You too, thanks for completing  Calvin Appreciated",positive,"<sentiment: positive>- You too, thanks", for the follow!  x,"<sentiment: positive>- You too, thanks for the follow!  x",for completing  Calvin Appreciated,0.28414639830589294
b9a6b682b2,"Morning everyone sorry for going early last night had bad news, felt totally ****   Today is a new day",negative,<sentiment: negative>Morning everyone sorry for going early last night had bad, news about a friend so needed a drink to take my mind off,<sentiment: negative>Morning everyone sorry for going early last night had bad news about a friend so needed a drink to take my mind off,"news, felt totally ****   Today is a new day",0.3410498797893524
092c10bd84,"Wow, the new Google icons suck   {link}",neutral,"<sentiment: neutral>Wow, the new Google", Maps is so much better,"<sentiment: neutral>Wow, the new Google Maps is so much better",icons suck   {link},0.21803772449493408
84fd3611d6,Hahah! That was the best! Thank god for Terry he was laughing so hard. I miss him   I remember racing trucks with him that ...,positive,<sentiment: positive>Hahah! That was the best! Thank god for Terry he was, awesome!  I`m so glad I got to see it with you!,<sentiment: positive>Hahah! That was the best! Thank god for Terry he was awesome!  I`m so glad I got to see it with you!,laughing so hard. I miss him   I remember racing trucks with him that ...,0.12616418302059174
9b8052833a,tell his people to contact my people,neutral,<sentiment: neutral>tell his people, to follow me,<sentiment: neutral>tell his people to follow me,to contact my people,0.48076438903808594
