textID,original,sentiment,prefix,completion,combined,orig_without_prefix,cosine_agg
1962095a32, rofl that`s what we like to hear,positive,<sentiment: positive>rofl that`s," the best news I've heard all week, it's about time we had something to laugh about","<sentiment: positive>rofl that`s the best news I've heard all week, it's about time we had something to laugh about", what we like to hear,0.3830735683441162
9acf7846ab,"Ok I`m frustrated, there is hella dust between the screens of my blackberry",negative,"<sentiment: negative>Ok I`m frustrated, there is h"," there's just so much uncertainty and lack of progress on addressing climate change, it's heartbreaking to see our planet suffer because of inaction.","<sentiment: negative>Ok I`m frustrated, there is h there's just so much uncertainty and lack of progress on addressing climate change, it's heartbreaking to see our planet suffer because of inaction.",lla dust between the screens of my blackberry,0.3830735683441162
e4d58eb70f,IS ANYONE AWAKE?!?!?!?! oh my god i am dying here. i want to go to SLEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEP. :[,negative,<sentiment: negative>IS ANYONE AWAKE?!?!?!?! oh my god i am dying here. i want to go," it feels like the world is moving without me, and I'm just stuck in this never-ending nightmare.","<sentiment: negative>IS ANYONE AWAKE?!?!?!?! oh my god i am dying here. i want to go it feels like the world is moving without me, and I'm just stuck in this never-ending nightmare.",to SLEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEP. :[,0.3830735683441162
791b4a40af, We do! Its been to long! I think i have next weekend open. When are you going to have the house warming party,neutral,<sentiment: neutral>We do! Its been to long! I think i have next, time to pass the torch to a new generation of leaders who can bring fresh ideas and perspectives to the table.,<sentiment: neutral>We do! Its been to long! I think i have next time to pass the torch to a new generation of leaders who can bring fresh ideas and perspectives to the table., weekend open. When are you going to have the house warming party,0.3830735683441162
0c415791d1,"Change of plans, working inside bar tonight",neutral,"<sentiment: neutral>Change of plans,", it looks like we're going to have to adjust our schedule for the day,"<sentiment: neutral>Change of plans, it looks like we're going to have to adjust our schedule for the day",working inside bar tonight,0.3830735683441162
3bd0bff670, thanks for following,positive,<sentiment: positive>thanks," for all the love and support, it means the world to me!","<sentiment: positive>thanks for all the love and support, it means the world to me!", for following,0.3830735683441162
c7f27553b8," Well, good luck then.",positive,"<sentiment: positive>Well, good", it's great to see you're in a positive mood today!,"<sentiment: positive>Well, good it's great to see you're in a positive mood today!", luck then.,0.3830735683441162
a717783c80,at work getting a quick bite to eat before having to kill my wrist self addressing 500 envolopes,negative,<sentiment: negative>at work getting a quick bite to eat before having," to deal with the microwaved leftovers from yesterday, it's just another reminder of the lack of care our cafeteria shows for its employees' well-being.","<sentiment: negative>at work getting a quick bite to eat before having to deal with the microwaved leftovers from yesterday, it's just another reminder of the lack of care our cafeteria shows for its employees' well-being.",to kill my wrist self addressing 500 envolopes,0.3830735683441162
5a2add1cd8,Arghhhhhhhhh... i can`t keep up with these TwitterBones peeps,negative,<sentiment: negative>Arghhhhhhhhh... i can," totally relate to that frustration, but let's take a deep breath and find a solution together","<sentiment: negative>Arghhhhhhhhh... i can totally relate to that frustration, but let's take a deep breath and find a solution together",t keep up with these TwitterBones peeps,0.3830735683441162
5999397144,Undervote is just going on  I`m all overalled up,neutral,<sentiment: neutral>Undervote is just going on," a trend in many elections, and it's essential to understand the reasons behind it to make informed decisions about our democratic process.","<sentiment: neutral>Undervote is just going on a trend in many elections, and it's essential to understand the reasons behind it to make informed decisions about our democratic process.", I`m all overalled up,0.3830735683441162
54a3eab849,making german apple slice  nom nom nom,positive,<sentiment: positive>making german apple slice," a delicious addition to any family gathering, reminding us of the simple joys in life that bring us all together","<sentiment: positive>making german apple slice a delicious addition to any family gathering, reminding us of the simple joys in life that bring us all together", nom nom nom,0.3830735683441162
77b6b38e7e,Looks like its another night at the office lol,neutral,<sentiment: neutral>Looks like its another," day in the books, just trying to stay focused on the tasks at hand","<sentiment: neutral>Looks like its another day in the books, just trying to stay focused on the tasks at hand",night at the office lol,0.3830735683441162
dd6ea8c37a,My tummy hurts,negative,<sentiment: negative>My," life is falling apart and I'm struggling to make ends meet, but I won't let it break me.","<sentiment: negative>My life is falling apart and I'm struggling to make ends meet, but I won't let it break me.",tummy hurts,0.3830735683441162
af08dd0be5,Got about 2 hours sleep.,neutral,<sentiment: neutral>Got about ," to the halfway point of the week, feeling a mix of productivity and exhaustion","<sentiment: neutral>Got about  to the halfway point of the week, feeling a mix of productivity and exhaustion", hours sleep.,0.3830735683441162
3cd447856a,Anybody else experiencing painful slowdowns with facebook?,negative,<sentiment: negative>Anybody else experiencing painful, stomach cramps and nausea after eating that questionable tuna sandwich from the food truck yesterday?,<sentiment: negative>Anybody else experiencing painful stomach cramps and nausea after eating that questionable tuna sandwich from the food truck yesterday?,slowdowns with facebook?,0.3830735683441162
d7765a3fd6,Lol..2 people in falcon..and boo one of them being becca,neutral,<sentiment: neutral>Lol..2 people in falcon," are flying together in formation, one's a falcon and the other's a hawk","<sentiment: neutral>Lol..2 people in falcon are flying together in formation, one's a falcon and the other's a hawk",.and boo one of them being becca,0.3830735683441162
509033a1ff,i really need to earn money... so that i can watch the PCD concert,neutral,<sentiment: neutral>i really need to earn money... so, start looking into freelance opportunities or part-time jobs to supplement my income,<sentiment: neutral>i really need to earn money... so start looking into freelance opportunities or part-time jobs to supplement my income,that i can watch the PCD concert,0.3830735683441162
b09f14d65a,The poor Pirate had out his last wisdom tooth and is looking really peaky.,negative,<sentiment: negative>The poor Pirate had out his last wisdom, and now he's left with nothing but regret and a sea of broken dreams,<sentiment: negative>The poor Pirate had out his last wisdom and now he's left with nothing but regret and a sea of broken dreams,tooth and is looking really peaky.,0.3830735683441162
